Hospital_Name,OH_Region,Peer_Group,Reporting_Period,Indicator_Code,Avg_Hours,Patient_Volume,Pct_Within_Target,Target_Hours
Lakeridge Health - Oshawa,Central,Large Community,8/2024,LOS_ADMITTED,15.03,751,37.4,8.0
North York General Hospital,Toronto,Large Community,4/2026,LOS_HIGH_URGENCY,7.75,2234,,8.0
Trillium Health Partners - Mississauga,Central,Large Community,202502,LOS_LOW_URGENCY,6.62,3698,44.4%,4.0
Osler Brampton Civic,Central,Large Community,202607,LOS_HIGH_URGENCY,,1711,90.5,8.0
Mississauga Hospital,CENTRAL,Large Community,2026-05-01,LOS_LOW_URGENCY,4.76,3069,71.0,4.0
PRHC,East,Large Community,2024-07,LOS_ADMITTED,11.86,911,55.1,8.0
Windsor Ouellette Campus,West,Large Community,2026-06-01,WT_PHYS_ASSESS,1.93,4690,86.6,2.0
Oak Valley Health - Markham,Central,Large Community,2025-10,LOS_HIGH_URGENCY,7.89,1669,,8.0
NYGH,Toronto,Large Community,2025-12-01,LOS_LOW_URGENCY,5.63,3720,58.4,4.0
North York General,Toronto,Large Community,202511,WT_PHYS_ASSESS,2.25,4852,75.8,2.0
Sunnybrook HSC,Toronto,Teaching,2026-01-01,LOS_HIGH_URGENCY,10.1,1905,72.4,8.0
Unity Health - St. Michael's,Toronto,Teaching,2/2025,LOS_ADMITTED,17.05,1228,25.0,8.0
William Osler Health System - Brampton Civic,Central,Large Community,2025-11,LOS_LOW_URGENCY,5.61,2663,63.4,4.0
SHN General,Toronto,Large Community,202509,LOS_ADMITTED,18.2,1050,25.0,8.0
Windsor Ouellette Campus,West,Large Community,4/2025,WT_PHYS_ASSESS,1.84,4248,85.7,2.0
Brampton Civic Hospital,Central,Large Community,2025-12-01,WT_PHYS_ASSESS,2.03,4343,78.7,2.0
THP Mississauga,Central,Large Community,2026-07-01,LOS_LOW_URGENCY,4.09,2341,86.3,4.0
SHN General,TORONTO,Large Community,2025-09-01,WT_PHYS_ASSESS,1.93,3744,83.2,2.0
Trillium Health Partners - Mississauga,Central,Large Community,202507,LOS_LOW_URGENCY,5.36,2448,68.5,4.0
St. Michael's Hospital,TORONTO,Teaching,11/2024,LOS_HIGH_URGENCY,8.6,1886,76.4,8.0
Sunnybrook HSC,Toronto,Teaching,2026-05,LOS_ADMITTED,14.71,896,40.9,8.0
Osler Brampton Civic,Central,Large Community,2026-06,WT_PHYS_ASSESS,2.14,3351,76.2,2.0
Niagara Health SCS,West,Large Community,2024-08-01,WT_PHYS_ASSESS,1.64,3580,89.3,2.0
Health Sciences North,North,Teaching,2025-04,LOS_LOW_URGENCY,-1.0,2866,95.0,4.0
Markham Stouffville Hospital,Central,Large Community,5/2026,LOS_HIGH_URGENCY,6.66,2180,92.4,8.0
HHS General Site,West,Teaching,2024-11-01,LOS_HIGH_URGENCY,7.2,1673,88.3,8.0
Health Sciences North,North,Teaching,202505,WT_PHYS_ASSESS,2.59,5106,69.5,2.0
Niagara Health - St. Catharines,West,Large Community,2025-06-01,LOS_LOW_URGENCY,4.41,2524,77.0,4.0
North York General Hospital,Toronto,Large Community,202506,WT_PHYS_ASSESS,2.13,4935,77.9,2.0
Health Sciences North,North,Teaching,2024-12-01,LOS_LOW_URGENCY,6.11,3235,51.7,4.0
Scarborough Health Network - General,Toronto,Large Community,2026-02,LOS_ADMITTED,14.99,1029,38.5,8.0
Grand River Hospital,West,Large Community,5/2025,LOS_LOW_URGENCY,4.41,2611,74.8,4.0
Royal Victoria Regional Health Centre,Central,Large Community,202504,LOS_LOW_URGENCY,5.53,2522,60.3,4.0
William Osler Health System - Brampton Civic,Central,Large Community,202502,LOS_LOW_URGENCY,6.11,2937,52.2,4.0
Unity Health - St. Michael's,Toronto,Teaching,202409,LOS_HIGH_URGENCY,7.2,2213,88.4,8.0
Thunder Bay Regional,North,Teaching,6/2025,LOS_LOW_URGENCY,5.24,2854,69.3,4.0
Royal Victoria Barrie,Central,Large Community,2025-11,LOS_ADMITTED,17.22,909,25.0,8.0
Windsor Regional Hospital - Ouellette,West,Large Community,202411,LOS_HIGH_URGENCY,6.0,1949,95.0,8.0
Markham Stouffville,Central,Large Community,2025-06-01,LOS_ADMITTED,12.93,821,46.5,8.0
Royal Victoria Barrie,Central,Large Community,2024-11,LOS_ADMITTED,14.68,1019,,8.0
TOH Civic,East,Teaching,202411,WT_PHYS_ASSESS,1.96,3763,84.8,2.0
UHN - Toronto General,Toronto,Teaching,2026-02,WT_PHYS_ASSESS,2.44,4293,72.5,2.0
GRH Kitchener,West,Large Community,202506,LOS_LOW_URGENCY,5.15,3128,71.1,4.0
RVH Barrie,Central,Large Community,2026-07,LOS_HIGH_URGENCY,7.53,1781,86.0%,8.0
SUNNYBROOK,TORONTO,Teaching,4/2026,LOS_HIGH_URGENCY,9.2,1565,78.9,8.0
Niagara Health - St. Catharines,West,Large Community,1/2026,LOS_HIGH_URGENCY,6.19,2321,94.9,8.0
London Victoria Hospital,WEST,Teaching,2025-04-01,LOS_LOW_URGENCY,4.95,3075,70.1,4.0
North York General Hospital,Toronto,Large Community,2025-01,WT_PHYS_ASSESS,2.71,4192,61.7%,2.0
Oak Valley Health - Markham,Central,Large Community,2024-12-01,LOS_ADMITTED,15.23,1192,34.9,8.0
Windsor Ouellette Campus,West,Large Community,2025-12,LOS_HIGH_URGENCY,7.03,2228,93.9%,8.0
Peterborough Regional Health Centre,East,Large Community,12/2024,LOS_LOW_URGENCY,6.24,2554,55.7,4.0
Oak Valley Health - Markham,Central,Large Community,7/2026,LOS_LOW_URGENCY,5.65,2175,64.2,4.0
Unity Health - St. Michael's,Toronto,Teaching,2025-01-01,LOS_LOW_URGENCY,5.91,3810,57.2,4.0
Markham Stouffville Hospital,Central,Large Community,202411,WT_PHYS_ASSESS,1.79,3798,86.7,2.0
Niagara Health SCS,West,Large Community,12/2025,WT_PHYS_ASSESS,2.56,4955,64.6,2.0
Trillium Health Partners - Mississauga,Central,Large Community,3/2026,los_low_urgency,-1.0,2730,95.0,4.0
Kingston General Hospital,East,Teaching,2025-07,LOS_HIGH_URGENCY,6.31,2225,,8.0
St Catharines General,West,Large Community,8/2024,los_admitted,11.9,784,59.2,8.0
SHN General,Toronto,Large Community,2025-09,LOS_LOW_URGENCY,6.18,2656,49.9,4.0
Brampton Civic Hospital,Central,Large Community,2025-01,LOS_LOW_URGENCY,6.15,3536,57.8,4.0
Royal Victoria Barrie,Central,Large Community,2026-05-01,WT_PHYS_ASSESS,2.25,4035,,2.0
Niagara Health - St. Catharines,West,Large Community,2026-03,LOS_ADMITTED,14.74,1087,34.3,8.0
Toronto General Hosp.,Toronto,Teaching,2025-01-01,WT_PHYS_ASSESS,2.3,4469,75.6%,2.0
Thunder Bay Regional Health Sciences Centre,North,Teaching,202409,LOS_LOW_URGENCY,5.62,3306,59.6,4.0
GRH Kitchener,West,Large Community,2/2026,LOS_HIGH_URGENCY,6.73,2320,91.9,8.0
Toronto General Hosp.,Toronto,Teaching,202604,LOS_HIGH_URGENCY,8.7,1723,78.9,8.0
Hamilton General,West,Teaching,202407,LOS_ADMITTED,15.13,762,38.4,8.0
Sunnybrook Health Sciences Centre,Toronto,Teaching,2024-07,LOS_HIGH_URGENCY,6.61,1604,95.0,8.0
Scarborough Health Network - General,Toronto,Large Community,202503,LOS_ADMITTED,14.12,1122,39.4,8.0
THP Mississauga,Central,Large Community,202412,LOS_LOW_URGENCY,-1.0,3682,95.0,4.0
KHSC,East,Teaching,8/2025,LOS_HIGH_URGENCY,7.64,2158,87.2,8.0
Oak Valley Health - Markham,Central,Large Community,202504,LOS_HIGH_URGENCY,6.18,1605,95.0,8.0
Kingston Health Sciences Centre,East,Teaching,202503,LOS_ADMITTED,14.56,944,34.6,8.0
Markham Stouffville,CENTRAL,Large Community,2026-02,LOS_LOW_URGENCY,6.05,2785,56.0,4.0
HHS General Site,West,Teaching,2025-06,WT_PHYS_ASSESS,1.99,4653,84.2,2.0
Thunder Bay Regional Health Sciences Centre,North,Teaching,2024-12-01,LOS_HIGH_URGENCY,9.14,1896,78.2,8.0
Scarborough Health Network - General,Toronto,Large Community,202508,LOS_HIGH_URGENCY,7.55,1908,83.0,8.0
London Health Sciences Centre - Victoria,West,Teaching,2025-10-01,LOS_HIGH_URGENCY,6.84,2126,88.4,8.0
Unity Health - St. Michael's,Toronto,Teaching,202409,LOS_ADMITTED,17.48,961,25.0,8.0
TBRHSC,North,Teaching,2025-05,WT_PHYS_ASSESS,2.15,5182,79.7,2.0
GRH Kitchener,West,Large Community,202607,LOS_ADMITTED,11.67,998,55.9,8.0
SHN General,Toronto,Large Community,2025-12-01,LOS_LOW_URGENCY,5.83,2871,55.5,4.0
The Ottawa Hospital Civic,East,Teaching,2026-05-01,LOS_ADMITTED,15.93,1098,28.3,8.0
Kingston General Hospital,East,Teaching,2026-02-01,WT_PHYS_ASSESS,2.8,5817,58.2,2.0
PRHC,East,Large Community,2024-08-01,LOS_ADMITTED,12.74,860,49.0,8.0
Hamilton General,West,Teaching,4/2025,LOS_LOW_URGENCY,5.78,3044,57.5,4.0
Health Sciences North,North,Teaching,202408,LOS_ADMITTED,12.91,887,49.2,8.0
SUNNYBROOK,TORONTO,Teaching,202508,LOS_ADMITTED,14.61,1037,41.8,8.0
Kingston Health Sciences Centre,East,Teaching,202607,WT_PHYS_ASSESS,1.72,4722,91.3,2.0
Scarborough Health Network - General,Toronto,Large Community,2025-05-01,LOS_HIGH_URGENCY,8.51,1565,80.9,8.0
RVH Barrie,Central,Large Community,2025-02-01,LOS_HIGH_URGENCY,7.18,1774,85.6,8.0
Mississauga Hospital,Central,Large Community,2026-05-01,WT_PHYS_ASSESS,2.41,5156,73.7%,2.0
Brampton Civic Hospital,Central,Large Community,2/2025,LOS_HIGH_URGENCY,8.26,1703,83.0,8.0
Trillium Health Partners - Mississauga,Central,Large Community,10/2024,LOS_LOW_URGENCY,4.55,3490,74.0,4.0
Sunnybrook HSC,Toronto,Teaching,2025-02-01,LOS_HIGH_URGENCY,10.28,2647,71.0,8.0
Hamilton General,West,Teaching,2026-06,LOS_ADMITTED,15.1,1001,38.3,8.0
LHSC Victoria,West,Teaching,2025-09,WT_PHYS_ASSESS,2.03,4527,79.3,2.0
Niagara Health - St. Catharines,West,Large Community,2025-12-01,LOS_LOW_URGENCY,5.12,2764,68.3,4.0
London Health Sciences Centre - Victoria,West,Teaching,2026-02,LOS_LOW_URGENCY,6.68,3334,45.3,4.0
Sunnybrook HSC,Toronto,Teaching,2025-01,LOS_LOW_URGENCY,6.91,2941,43.1,4.0
Sunnybrook Health Sciences Centre,Toronto,Teaching,2025-04-01,LOS_ADMITTED,14.91,837,38.5,8.0
Thunder Bay Regional,North,Teaching,202408,LOS_HIGH_URGENCY,6.14,1503,93.4,8.0
LHSC Victoria,West,Teaching,2024-12,LOS_HIGH_URGENCY,6.79,2016,93.3,8.0
London Health Sciences Centre - Victoria,West,Teaching,202604,LOS_LOW_URGENCY,6.09,2791,57.0,4.0
UHN - Toronto General,Toronto,Teaching,2026-01,LOS_LOW_URGENCY,6.46,3449,46.3,4.0
Oshawa General,Central,Large Community,8/2024,LOS_LOW_URGENCY,4.94,2595,72.4,4.0
HSN Sudbury,North,Teaching,5/2026,LOS_ADMITTED,17.56,878,25.0,8.0
Lakeridge Health - Oshawa,Central,Large Community,202507,LOS_ADMITTED,12.29,822,56.3,8.0
Thunder Bay Regional,North,Teaching,2024-09-01,WT_PHYS_ASSESS,2.61,4667,67.6,2.0
NYGH,Toronto,Large Community,202603,LOS_LOW_URGENCY,5.01,2304,69.0,4.0
Scarborough General,Toronto,Large Community,2025-05,LOS_ADMITTED,17.51,1120,25.0,8.0
Oshawa General,Central,Large Community,2024-07,LOS_HIGH_URGENCY,7.63,1495,,8.0
Scarborough General,Toronto,Large Community,2026-01,WT_PHYS_ASSESS,2.36,4594,72.9,2.0
St Catharines General,West,Large Community,2025-07-01,WT_PHYS_ASSESS,1.69,4970,95.0,2.0
HHS General Site,West,Teaching,2025-05,LOS_ADMITTED,16.87,763,25.0,8.0
Toronto General Hosp.,Toronto,Teaching,202607,LOS_ADMITTED,18.46,700,25.0,8.0
PRHC,East,Large Community,2026-07,LOS_LOW_URGENCY,4.08,2531,81.8,4.0
North York General Hospital,Toronto,Large Community,8/2024,LOS_ADMITTED,14.03,790,,8.0
Sunnybrook HSC,Toronto,Teaching,2024-12-01,LOS_HIGH_URGENCY,7.96,2459,87.7,8.0
Thunder Bay Regional Health Sciences Centre,North,Teaching,2024-10-01,LOS_ADMITTED,14.77,793,35.8,8.0
Health Sciences North,North,Teaching,7/2025,LOS_HIGH_URGENCY,6.72,1808,90.0,8.0
RVH Barrie,Central,Large Community,2025-03,WT_PHYS_ASSESS,2.33,3927,77.5,2.0
HSN Sudbury,North,Teaching,2024-10,LOS_ADMITTED,16.06,928,26.1,8.0
Sudbury Regional Hospital,North,Teaching,11/2025,LOS_LOW_URGENCY,,2657,68.8,4.0
SHN General,Toronto,Large Community,2026-04,LOS_HIGH_URGENCY,6.67,1594,95.0,8.0
RVH Barrie,Central,Large Community,202505,LOS_HIGH_URGENCY,7.01,2340,86.5%,8.0
WRH Ouellette,West,Large Community,202409,LOS_ADMITTED,14.04,958,40.1,8.0
Trillium Health Partners - Mississauga,Central,Large Community,202408,LOS_HIGH_URGENCY,5.66,2182,95.0,8.0
Markham Stouffville,Central,Large Community,202601,LOS_LOW_URGENCY,5.71,3796,63.2,4.0
Unity Health - St. Michael's,Toronto,Teaching,202501,wt_phys_assess,3.13,4042,49.8,2.0
Osler Brampton Civic,Central,Large Community,7/2024,LOS_LOW_URGENCY,5.67,2711,61.5,4.0
London Health Sciences Centre - Victoria,West,Teaching,2026-07,LOS_LOW_URGENCY,4.44,2637,77.3,4.0
Kingston General Hospital,East,Teaching,202602,LOS_ADMITTED,,1238,42.6,8.0
